år,veckonummer,Region,Antal_fall_vecka,Kum_antal_fall,Antal_intensivvårdade_vecka,Kum_antal_intensivvårdade,Antal_avlidna_vecka,Kum_antal_avlidna,Antal_fall_100000inv_vecka,Kum_fall_100000inv
2020,50,Kalmar,729,4517,2,41,8,103,297,1840
2020,51,Kalmar,846,5363,2,43,11,114,345,2185
2020,52,Kalmar,764,6127,2,45,8,122,311,2496
2020,53,Kalmar,920,7047,3,48,18,140,375,2871
2021,1,Kalmar,1080,8127,7,55,12,152,439,3304
2021,2,Kalmar,725,8852,3,58,17,169,295,3598
2021,3,Kalmar,559,9411,1,59,12,181,227,3825
2021,4,Kalmar,429,9840,1,60,17,198,174,4000
2021,5,Kalmar,350,10190,1,61,6,204,142,4142
2021,6,Kalmar,300,10490,2,63,6,210,122,4264
2021,7,Kalmar,439,10929,0,63,0,210,178,4443
2021,8,Kalmar,545,11474,3,66,1,211,222,4664
2021,9,Kalmar,626,12100,3,69,1,212,254,4918
2020,1,Kronoberg,0,0,0,0,0,0,0,0
2020,2,Kronoberg,0,0,0,0,0,0,0,0
2020,3,Kronoberg,0,0,0,0,0,0,0,0
2020,4,Kronoberg,0,0,0,0,0,0,0,0
2020,5,Kronoberg,0,0,0,0,0,0,0,0
2020,6,Kronoberg,0,0,0,0,0,0,0,0
2020,7,Kronoberg,0,0,0,0,0,0,0,0
2020,8,Kronoberg,0,0,0,0,0,0,0,0
2020,9,Kronoberg,0,0,0,0,0,0,0,0
2020,10,Kronoberg,0,0,0,0,0,0,0,0
2020,11,Kronoberg,15,15,0,0,0,0,7,7
2020,12,Kronoberg,3,18,0,0,0,0,1,9
2020,13,Kronoberg,15,33,0,0,0,0,7,16
2020,14,Kronoberg,21,54,1,1,1,1,10,27
2020,15,Kronoberg,47,101,0,1,1,2,23,50
2020,16,Kronoberg,75,176,2,3,8,10,37,87
2020,17,Kronoberg,88,264,4,7,8,18,44,131
2020,18,Kronoberg,91,355,1,8,8,26,45,176
2020,19,Kronoberg,147,502,2,10,13,39,73,249
2020,20,Kronoberg,129,631,2,12,9,48,64,313
2020,21,Kronoberg,115,746,3,15,12,60,57,370
2020,22,Kronoberg,105,851,2,17,10,70,52,422
2020,23,Kronoberg,81,932,0,17,9,79,40,463
2020,24,Kronoberg,73,1005,2,19,5,84,36,499
2020,25,Kronoberg,34,1039,2,21,4,88,17,516
2020,26,Kronoberg,25,1064,1,22,5,93,12,528
2020,27,Kronoberg,10,1074,1,23,2,95,5,533
2020,28,Kronoberg,19,1093,0,23,1,96,9,543
2020,29,Kronoberg,27,1120,0,23,0,96,13,556
2020,30,Kronoberg,19,1139,0,23,1,97,9,565
2020,31,Kronoberg,28,1167,0,23,2,99,14,579
2020,32,Kronoberg,62,1229,0,23,1,100,31,610
2020,33,Kronoberg,90,1319,0,23,1,101,45,655
2020,34,Kronoberg,46,1365,0,23,2,103,23,678
2020,35,Kronoberg,43,1408,0,23,0,103,21,699
2020,36,Kronoberg,38,1446,0,23,0,103,19,718
2020,37,Kronoberg,60,1506,0,23,2,105,30,748
2020,38,Kronoberg,88,1594,1,24,1,106,44,791
2020,39,Kronoberg,112,1706,0,24,1,107,56,847
2020,40,Kronoberg,76,1782,0,24,0,107,38,885
2020,41,Kronoberg,69,1851,0,24,1,108,34,919
2020,42,Kronoberg,121,1972,1,25,2,110,60,979
2020,43,Kronoberg,312,2284,2,27,6,116,155,1134
2020,44,Kronoberg,466,2750,1,28,9,125,231,1365
2020,45,Kronoberg,706,3456,3,31,7,132,350,1715
2020,46,Kronoberg,725,4181,1,32,6,138,360,2075
2020,47,Kronoberg,555,4736,5,37,7,145,275,2351
2020,48,Kronoberg,623,5359,1,38,8,153,309,2660
2020,49,Kronoberg,541,5900,3,41,2,155,269,2928
2020,50,Kronoberg,711,6611,2,43,11,166,353,3281
2020,51,Kronoberg,938,7549,5,48,13,179,466,3747
2020,52,Kronoberg,748,8297,5,53,21,200,371,4118
2020,53,Kronoberg,988,9285,6,59,15,215,490,4609
2021,1,Kronoberg,1037,10322,6,65,18,233,513,5103
2021,2,Kronoberg,684,11006,4,69,23,256,338,5441
2021,3,Kronoberg,629,11635,2,71,13,269,311,5752
2021,4,Kronoberg,604,12239,3,74,7,276,299,6051
2021,5,Kronoberg,468,12707,3,77,5,281,231,6282
2021,6,Kronoberg,509,13216,4,81,2,283,252,6534
2021,7,Kronoberg,457,13673,2,83,7,290,226,6760
2021,8,Kronoberg,344,14017,4,87,2,292,170,6930
2021,9,Kronoberg,311,14328,5,92,3,295,154,7084
2020,1,Norrbotten,0,0,0,0,0,0,0,0
2020,2,Norrbotten,0,0,0,0,0,0,0,0
2020,3,Norrbotten,0,0,0,0,0,0,0,0
2020,4,Norrbotten,0,0,0,0,0,0,0,0
2020,5,Norrbotten,0,0,0,0,0,0,0,0
2020,6,Norrbotten,0,0,0,0,0,0,0,0
2020,7,Norrbotten,0,0,0,0,0,0,0,0
2020,8,Norrbotten,0,0,0,0,0,0,0,0
2020,9,Norrbotten,0,0,0,0,0,0,0,0
2020,10,Norrbotten,0,0,0,0,0,0,0,0
2020,11,Norrbotten,6,6,0,0,0,0,2,2
2020,12,Norrbotten,14,20,3,3,0,0,6,8
2020,13,Norrbotten,29,49,5,8,2,2,12,20
2020,14,Norrbotten,35,84,5,13,3,5,14,34
2020,15,Norrbotten,54,138,5,18,9,14,22,55
2020,16,Norrbotten,55,193,5,23,11,25,22,77
2020,17,Norrbotten,41,234,5,28,6,31,16,94
2020,18,Norrbotten,36,270,3,31,5,36,14,108
2020,19,Norrbotten,30,300,3,34,4,40,12,120
2020,20,Norrbotten,38,338,2,36,0,40,15,135
2020,21,Norrbotten,22,360,1,37,3,43,9,144
2020,22,Norrbotten,56,416,0,37,6,49,22,166
2020,23,Norrbotten,88,504,3,40,6,55,35,202
2020,24,Norrbotten,182,686,3,43,5,60,73,274
2020,25,Norrbotten,256,942,5,48,7,67,102,377
2020,26,Norrbotten,341,1283,3,51,2,69,136,513
2020,27,Norrbotten,110,1393,2,53,3,72,44,557
2020,28,Norrbotten,101,1494,0,53,6,78,40,597
2020,29,Norrbotten,45,1539,1,54,3,81,18,615
2020,30,Norrbotten,39,1578,1,55,5,86,16,631
2020,31,Norrbotten,25,1603,3,58,0,86,10,641
2020,32,Norrbotten,24,1627,1,59,1,87,10,651
2020,33,Norrbotten,24,1651,1,60,2,89,10,660
2020,34,Norrbotten,7,1658,0,60,0,89,3,663
2020,35,Norrbotten,10,1668,0,60,0,89,4,667
2020,36,Norrbotten,5,1673,0,60,0,89,2,669
2020,37,Norrbotten,7,1680,0,60,0,89,3,672
2020,38,Norrbotten,15,1695,0,60,0,89,6,678
2020,39,Norrbotten,28,1723,0,60,0,89,11,689
2020,40,Norrbotten,74,1797,1,61,0,89,30,719
2020,41,Norrbotten,96,1893,2,63,0,89,38,757
2020,42,Norrbotten,92,1985,1,64,0,89,37,794
2020,43,Norrbotten,125,2110,3,67,0,89,50,844
2020,44,Norrbotten,226,2336,1,68,0,89,90,934
2020,45,Norrbotten,538,2874,1,69,1,90,215,1149
2020,46,Norrbotten,589,3463,4,73,4,94,236,1385
2020,47,Norrbotten,736,4199,2,75,5,99,294,1679
2020,48,Norrbotten,904,5103,7,82,7,106,361,2040
2020,49,Norrbotten,678,5781,6,88,12,118,271,2312
2020,50,Norrbotten,715,6496,3,91,8,126,286,2597
2020,51,Norrbotten,560,7056,1,92,8,134,224,2821
2020,52,Norrbotten,430,7486,1,93,3,137,172,2993
2020,53,Norrbotten,515,8001,4,97,9,146,206,3199
2021,1,Norrbotten,539,8540,3,100,8,154,216,3421
2021,2,Norrbotten,636,9176,5,105,11,165,255,3676
2021,3,Norrbotten,578,9754,2,107,21,186,232,3908
2021,4,Norrbotten,463,10217,0,107,13,199,185,4093
2021,5,Norrbotten,459,10676,4,111,9,208,184,4277
2021,6,Norrbotten,484,11160,4,115,7,215,194,4471
2021,7,Norrbotten,740,11900,6,121,3,218,296,4767
2021,8,Norrbotten,826,12726,5,126,2,220,331,5098
2021,9,Norrbotten,1117,13843,2,128,6,226,447,5546
2020,1,Skåne,0,0,0,0,0,0,0,0
2020,2,Skåne,0,0,0,0,0,0,0,0
2020,3,Skåne,0,0,0,0,0,0,0,0
2020,4,Skåne,0,0,0,0,0,0,0,0
2020,5,Skåne,0,0,0,0,0,0,0,0
2020,6,Skåne,0,0,0,0,0,0,0,0
2020,7,Skåne,0,0,0,0,0,0,0,0
2020,8,Skåne,0,0,0,0,0,0,0,0
2020,9,Skåne,0,0,0,0,0,0,0,0
2020,10,Skåne,22,22,0,0,0,0,2,2
2020,11,Skåne,177,199,4,4,0,0,13,14
2020,12,Skåne,32,231,4,8,2,2,2,17
2020,13,Skåne,46,277,6,14,5,7,3,20
2020,14,Skåne,70,347,9,23,8,15,5,25
2020,15,Skåne,99,446,14,37,17,32,7,32
2020,16,Skåne,100,546,12,49,25,57,7,40
2020,17,Skåne,131,677,9,58,12,69,10,49
2020,18,Skåne,181,858,9,67,23,92,13,62
2020,19,Skåne,200,1058,7,74,29,121,15,77
2020,20,Skåne,198,1256,2,76,19,140,14,91
2020,21,Skåne,233,1489,11,87,32,172,17,108
2020,22,Skåne,254,1743,5,92,24,196,18,127
2020,23,Skåne,251,1994,8,100,13,209,18,145
2020,24,Skåne,303,2297,7,107,19,228,22,167
2020,25,Skåne,412,2709,0,107,11,239,30,197
2020,26,Skåne,310,3019,3,110,9,248,22,219
2020,27,Skåne,128,3147,0,110,7,255,9,228
2020,28,Skåne,124,3271,1,111,2,257,9,237
2020,29,Skåne,154,3425,0,111,3,260,11,249
2020,30,Skåne,141,3566,2,113,1,261,10,259
2020,31,Skåne,155,3721,0,113,0,261,11,270
2020,32,Skåne,184,3905,4,117,5,266,13,283
2020,33,Skåne,248,4153,2,119,1,267,18,301
2020,34,Skåne,299,4452,0,119,3,270,22,323
2020,35,Skåne,287,4739,0,119,1,271,21,344
2020,36,Skåne,198,4937,0,119,3,274,14,358
2020,37,Skåne,218,5155,2,121,0,274,16,374
2020,38,Skåne,291,5446,1,122,3,277,21,395
2020,39,Skåne,260,5706,1,123,0,277,19,414
2020,40,Skåne,413,6119,1,124,3,280,30,444
2020,41,Skåne,365,6484,2,126,0,280,26,471
2020,42,Skåne,633,7117,1,127,3,283,46,517
2020,43,Skåne,1318,8435,4,131,6,289,96,612
2020,44,Skåne,2232,10667,5,136,15,304,162,774
2020,45,Skåne,2721,13388,15,151,32,336,197,972
2020,46,Skåne,4574,17962,10,161,32,368,332,1304
2020,47,Skåne,4336,22298,14,175,50,418,315,1618
2020,48,Skåne,5694,27992,17,192,60,478,413,2032
2020,49,Skåne,7249,35241,24,216,75,553,526,2558
2020,50,Skåne,9161,44402,12,228,69,622,665,3223
2020,51,Skåne,9343,53745,34,262,102,724,678,3901
2020,52,Skåne,8972,62717,30,292,115,839,651,4552
2020,53,Skåne,9196,71913,43,335,133,972,667,5219
2021,1,Skåne,10065,81978,24,359,151,1123,724,5901
2021,2,Skåne,7148,89126,27,386,142,1265,514,6415
2021,3,Skåne,5234,94360,26,412,118,1383,377,6792
2021,4,Skåne,4104,98464,21,433,70,1453,295,7087
2021,5,Skåne,3432,101896,16,449,48,1501,247,7334
2021,6,Skåne,3156,105052,10,459,32,1533,227,7561
2021,7,Skåne,3222,108274,6,465,36,1569,232,7793
2021,8,Skåne,2913,111187,12,477,23,1592,210,8003
2021,9,Skåne,2881,114068,10,487,7,1599,207,8210
2020,1,Stockholm,0,0,0,0,0,0,0,0
2020,2,Stockholm,0,0,0,0,0,0,0,0
2020,3,Stockholm,0,0,0,0,0,0,0,0
2020,4,Stockholm,0,0,0,0,0,0,0,0
2020,5,Stockholm,0,0,0,0,0,0,0,0
2020,6,Stockholm,0,0,0,0,0,0,0,0
2020,7,Stockholm,0,0,0,0,0,0,0,0
2020,8,Stockholm,0,0,0,0,0,0,0,0
2020,9,Stockholm,4,4,0,0,0,0,0,0
2020,10,Stockholm,140,144,2,2,0,0,6,6
2020,11,Stockholm,230,374,7,9,4,4,10,16
2020,12,Stockholm,407,781,37,46,25,29,17,33
2020,13,Stockholm,962,1743,98,144,126,155,40,73
2020,14,Stockholm,1347,3090,124,268,253,408,57,130
2020,15,Stockholm,1416,4506,118,386,375,783,60,190
2020,16,Stockholm,1408,5914,101,487,316,1099,59,249
2020,17,Stockholm,1430,7344,80,567,264,1363,60,309
2020,18,Stockholm,1265,8609,64,631,237,1600,53,362
2020,19,Stockholm,1206,9815,51,682,188,1788,51,413
2020,20,Stockholm,1135,10950,46,728,142,1930,48,461
2020,21,Stockholm,902,11852,34,762,106,2036,38,499
2020,22,Stockholm,1191,13043,43,805,86,2122,50,549
2020,23,Stockholm,1203,14246,24,829,81,2203,51,599
2020,24,Stockholm,1375,15621,28,857,53,2256,58,657
2020,25,Stockholm,1730,17351,23,880,44,2300,73,730
2020,26,Stockholm,1609,18960,14,894,31,2331,68,798
2020,27,Stockholm,1130,20090,6,900,23,2354,48,845
2020,28,Stockholm,482,20572,2,902,11,2365,20,865
2020,29,Stockholm,395,20967,4,906,6,2371,17,882
2020,30,Stockholm,328,21295,1,907,7,2378,14,896
2020,31,Stockholm,295,21590,3,910,3,2381,12,908
2020,32,Stockholm,363,21953,6,916,3,2384,15,924
2020,33,Stockholm,416,22369,6,922,1,2385,18,941
2020,34,Stockholm,353,22722,2,924,3,2388,15,956
2020,35,Stockholm,239,22961,4,928,3,2391,10,966
2020,36,Stockholm,253,23214,1,929,2,2393,11,977
2020,37,Stockholm,305,23519,3,932,1,2394,13,989
2020,38,Stockholm,537,24056,0,932,2,2396,23,1012
2020,39,Stockholm,923,24979,4,936,2,2398,39,1051
2020,40,Stockholm,1252,26231,2,938,5,2403,53,1103
2020,41,Stockholm,1502,27733,4,942,9,2412,63,1167
2020,42,Stockholm,1656,29389,6,948,3,2415,70,1236
2020,43,Stockholm,2957,32346,9,957,12,2427,124,1361
2020,44,Stockholm,5749,38095,14,971,22,2449,242,1603
2020,45,Stockholm,7695,45790,36,1007,45,2494,324,1926
2020,46,Stockholm,9489,55279,42,1049,89,2583,399,2325
2020,47,Stockholm,9523,64802,44,1093,100,2683,401,2726
2020,48,Stockholm,11126,75928,57,1150,113,2796,468,3194
2020,49,Stockholm,10464,86392,52,1202,135,2931,440,3634
2020,50,Stockholm,11298,97690,57,1259,138,3069,475,4110
2020,51,Stockholm,10446,108136,36,1295,152,3221,439,4549
2020,52,Stockholm,7461,115597,52,1347,130,3351,314,4863
2020,53,Stockholm,6276,121873,40,1387,102,3453,264,5127
2021,1,Stockholm,5804,127677,37,1424,97,3550,243,5338
2021,2,Stockholm,3755,131432,32,1456,88,3638,157,5495
2021,3,Stockholm,3545,134977,22,1478,79,3717,148,5643
2021,4,Stockholm,3506,138483,19,1497,61,3778,147,5789
2021,5,Stockholm,3222,141705,26,1523,45,3823,135,5924
2021,6,Stockholm,3998,145703,13,1536,31,3854,167,6091
2021,7,Stockholm,5082,150785,21,1557,32,3886,212,6304
2021,8,Stockholm,6336,157121,28,1585,17,3903,265,6569
2021,9,Stockholm,6679,163800,38,1623,5,3908,279,6848
2020,1,Sörmland,0,0,0,0,0,0,0,0
2020,2,Sörmland,0,0,0,0,0,0,0,0
2020,3,Sörmland,0,0,0,0,0,0,0,0
2020,4,Sörmland,0,0,0,0,0,0,0,0
2020,5,Sörmland,0,0,0,0,0,0,0,0
2020,6,Sörmland,0,0,0,0,0,0,0,0
2020,7,Sörmland,0,0,0,0,0,0,0,0
2020,8,Sörmland,0,0,0,0,0,0,0,0
2020,9,Sörmland,0,0,0,0,0,0,0,0
2020,10,Sörmland,0,0,0,0,0,0,0,0
2020,11,Sörmland,21,21,2,2,0,0,7,7
2020,12,Sörmland,43,64,9,11,7,7,14,22
2020,13,Sörmland,107,171,18,29,13,20,36,57
2020,14,Sörmland,295,466,23,52,47,67,99,157
2020,15,Sörmland,208,674,26,78,51,118,70,227
2020,16,Sörmland,210,884,11,89,27,145,71,297
2020,17,Sörmland,211,1095,11,100,25,170,71,368
2020,18,Sörmland,187,1282,6,106,15,185,63,431
2020,19,Sörmland,131,1413,5,111,16,201,44,475
2020,20,Sörmland,83,1496,7,118,10,211,28,503
2020,21,Sörmland,74,1570,2,120,9,220,25,528
2020,22,Sörmland,89,1659,3,123,8,228,30,558
2020,23,Sörmland,97,1756,6,129,5,233,33,590
2020,24,Sörmland,142,1898,0,129,2,235,48,638
2020,25,Sörmland,103,2001,1,130,4,239,35,673
2020,26,Sörmland,174,2175,1,131,5,244,58,731
2020,27,Sörmland,73,2248,2,133,2,246,25,756
2020,28,Sörmland,67,2315,0,133,1,247,23,778
2020,29,Sörmland,45,2360,0,133,6,253,15,793
2020,30,Sörmland,18,2378,0,133,0,253,6,799
2020,31,Sörmland,9,2387,0,133,0,253,3,802
2020,32,Sörmland,12,2399,0,133,0,253,4,806
2020,33,Sörmland,16,2415,0,133,1,254,5,812
2020,34,Sörmland,9,2424,0,133,0,254,3,815
2020,35,Sörmland,10,2434,0,133,0,254,3,818
2020,36,Sörmland,2,2436,0,133,0,254,1,819
2020,37,Sörmland,16,2452,0,133,0,254,5,824
2020,38,Sörmland,23,2475,0,133,0,254,8,832
2020,39,Sörmland,39,2514,0,133,0,254,13,845
2020,40,Sörmland,38,2552,1,134,0,254,13,858
2020,41,Sörmland,54,2606,0,134,0,254,18,876
2020,42,Sörmland,99,2705,0,134,0,254,33,909
2020,43,Sörmland,136,2841,0,134,1,255,46,955
2020,44,Sörmland,395,3236,2,136,2,257,133,1088
2020,45,Sörmland,615,3851,6,142,3,260,207,1294
2020,46,Sörmland,719,4570,6,148,4,264,242,1536
2020,47,Sörmland,796,5366,9,157,9,273,268,1803
2020,48,Sörmland,609,5975,6,163,8,281,205,2008
2020,49,Sörmland,564,6539,5,168,6,287,190,2198
2020,50,Sörmland,708,7247,3,171,7,294,238,2436
2020,51,Sörmland,760,8007,10,181,14,308,255,2691
2020,52,Sörmland,743,8750,8,189,7,315,250,2941
2020,53,Sörmland,801,9551,5,194,13,328,269,3210
2021,1,Sörmland,840,10391,12,206,21,349,281,3471
2021,2,Sörmland,506,10897,7,213,18,367,169,3640
2021,3,Sörmland,416,11313,2,215,13,380,139,3779
2021,4,Sörmland,334,11647,2,217,4,384,112,3890
2021,5,Sörmland,322,11969,4,221,3,387,108,3998
2021,6,Sörmland,359,12328,3,224,5,392,120,4118
2021,7,Sörmland,461,12789,4,228,5,397,154,4272
2021,8,Sörmland,596,13385,3,231,3,400,199,4471
2021,9,Sörmland,705,14090,5,236,3,403,235,4706
2020,1,Uppsala,0,0,0,0,0,0,0,0
2020,2,Uppsala,0,0,0,0,0,0,0,0
2020,3,Uppsala,0,0,0,0,0,0,0,0
2020,4,Uppsala,0,0,0,0,0,0,0,0
2020,5,Uppsala,0,0,0,0,0,0,0,0
2020,6,Uppsala,0,0,0,0,0,0,0,0
2020,7,Uppsala,0,0,0,0,0,0,0,0
2020,8,Uppsala,0,0,0,0,0,0,0,0
2020,9,Uppsala,2,2,0,0,0,0,1,1
2020,10,Uppsala,5,7,0,0,0,0,1,2
2020,11,Uppsala,33,40,1,1,0,0,9,10
2020,12,Uppsala,37,77,2,3,3,3,10,20
2020,13,Uppsala,84,161,9,12,5,8,22,42
2020,14,Uppsala,147,308,14,26,16,24,38,80
2020,15,Uppsala,158,466,16,42,22,46,41,121
2020,16,Uppsala,200,666,18,60,24,70,52,174
2020,17,Uppsala,212,878,12,72,19,89,55,229
2020,18,Uppsala,188,1066,15,87,27,116,49,278
2020,19,Uppsala,248,1314,10,97,20,136,65,342
2020,20,Uppsala,180,1494,10,107,16,152,47,389
2020,21,Uppsala,195,1689,9,116,17,169,51,440
2020,22,Uppsala,245,1934,13,129,12,181,64,504
2020,23,Uppsala,309,2243,8,137,7,188,81,585
2020,24,Uppsala,247,2490,9,146,20,208,64,649
2020,25,Uppsala,317,2807,3,149,12,220,83,732
2020,26,Uppsala,400,3207,3,152,7,227,104,836
2020,27,Uppsala,184,3391,2,154,8,235,48,884
2020,28,Uppsala,61,3452,1,155,4,239,16,900
2020,29,Uppsala,60,3512,1,156,0,239,16,915
2020,30,Uppsala,22,3534,0,156,0,239,6,921
2020,31,Uppsala,40,3574,0,156,0,239,10,931
2020,32,Uppsala,53,3627,0,156,0,239,14,945
2020,33,Uppsala,51,3678,0,156,1,240,13,959
2020,34,Uppsala,64,3742,0,156,1,241,17,975
2020,35,Uppsala,35,3777,0,156,0,241,9,984
2020,36,Uppsala,34,3811,2,158,1,242,9,993
2020,37,Uppsala,75,3886,0,158,0,242,20,1013
2020,38,Uppsala,69,3955,0,158,0,242,18,1031
2020,39,Uppsala,105,4060,0,158,0,242,27,1058
2020,40,Uppsala,226,4286,3,161,0,242,59,1117
2020,41,Uppsala,285,4571,1,162,2,244,74,1191
2020,42,Uppsala,505,5076,4,166,3,247,132,1323
2020,43,Uppsala,349,5425,3,169,7,254,91,1414
2020,44,Uppsala,883,6308,3,172,4,258,230,1644
2020,45,Uppsala,1015,7323,6,178,8,266,265,1908
2020,46,Uppsala,1357,8680,8,186,11,277,354,2262
2020,47,Uppsala,1429,10109,7,193,12,289,372,2635
2020,48,Uppsala,1398,11507,5,198,21,310,364,2999
2020,49,Uppsala,1397,12904,5,203,18,328,364,3363
2020,50,Uppsala,1512,14416,7,210,14,342,394,3757
2020,51,Uppsala,1631,16047,6,216,22,364,425,4182
2020,52,Uppsala,1204,17251,5,221,16,380,314,4496
2020,53,Uppsala,1362,18613,8,229,23,403,355,4851
2021,1,Uppsala,1120,19733,4,233,15,418,288,5081
2021,2,Uppsala,690,20423,1,234,14,432,178,5258
2021,3,Uppsala,694,21117,1,235,18,450,179,5437
2021,4,Uppsala,560,21677,4,239,7,457,144,5581
2021,5,Uppsala,560,22237,0,239,12,469,144,5725
2021,6,Uppsala,710,22947,5,244,7,476,183,5908
2021,7,Uppsala,727,23674,3,247,2,478,187,6095
2021,8,Uppsala,730,24404,5,252,2,480,188,6283
2021,9,Uppsala,795,25199,5,257,1,481,205,6488
2020,1,Värmland,0,0,0,0,0,0,0,0
2020,2,Värmland,0,0,0,0,0,0,0,0
2020,3,Värmland,0,0,0,0,0,0,0,0
2020,4,Värmland,0,0,0,0,0,0,0,0
2020,5,Värmland,0,0,0,0,0,0,0,0
2020,6,Värmland,0,0,0,0,0,0,0,0
2020,7,Värmland,0,0,0,0,0,0,0,0
2020,8,Värmland,0,0,0,0,0,0,0,0
2020,9,Värmland,0,0,0,0,0,0,0,0
2020,10,Värmland,11,11,0,0,0,0,4,4
2020,11,Värmland,21,32,1,1,0,0,7,11
2020,12,Värmland,8,40,2,3,0,0,3,14
2020,13,Värmland,10,50,1,4,1,1,4,18
2020,14,Värmland,6,56,1,5,0,1,2,20
2020,15,Värmland,23,79,0,5,1,2,8,28
2020,16,Värmland,25,104,2,7,3,5,9,37
2020,17,Värmland,33,137,2,9,3,8,12,49
2020,18,Värmland,70,207,4,13,7,15,25,73
2020,19,Värmland,64,271,4,17,6,21,23,96
2020,20,Värmland,53,324,1,18,4,25,19,115
2020,21,Värmland,83,407,2,20,4,29,29,144
2020,22,Värmland,126,533,3,23,4,33,45,189
2020,23,Värmland,110,643,3,26,10,43,39,228
2020,24,Värmland,115,758,2,28,12,55,41,268
2020,25,Värmland,84,842,1,29,7,62,30,298
2020,26,Värmland,93,935,1,30,4,66,33,331
2020,27,Värmland,45,980,1,31,2,68,16,347
2020,28,Värmland,20,1000,1,32,3,71,7,354
2020,29,Värmland,9,1009,0,32,1,72,3,357
2020,30,Värmland,15,1024,0,32,1,73,5,363
2020,31,Värmland,14,1038,0,32,0,73,5,368
2020,32,Värmland,57,1095,0,32,0,73,20,388
2020,33,Värmland,46,1141,0,32,0,73,16,404
2020,34,Värmland,27,1168,1,33,0,73,10,414
2020,35,Värmland,12,1180,0,33,0,73,4,418
2020,36,Värmland,27,1207,0,33,0,73,10,427
2020,37,Värmland,20,1227,0,33,0,73,7,434
2020,38,Värmland,27,1254,0,33,0,73,10,444
2020,39,Värmland,21,1275,0,33,0,73,7,451
2020,40,Värmland,50,1325,0,33,1,74,18,469
2020,41,Värmland,34,1359,1,34,0,74,12,481
2020,42,Värmland,80,1439,0,34,1,75,28,510
2020,43,Värmland,116,1555,1,35,0,75,41,551
2020,44,Värmland,202,1757,1,36,1,76,72,622
2020,45,Värmland,359,2116,0,36,1,77,127,749
2020,46,Värmland,419,2535,0,36,1,78,148,898
2020,47,Värmland,464,2999,2,38,5,83,164,1062
2020,48,Värmland,467,3466,3,41,9,92,165,1227
2020,49,Värmland,552,4018,3,44,3,95,195,1423
2020,50,Värmland,633,4651,5,49,12,107,224,1647
2020,51,Värmland,646,5297,1,50,9,116,229,1876
2020,52,Värmland,500,5797,0,50,5,121,177,2053
2020,53,Värmland,613,6410,3,53,2,123,217,2270
2021,1,Värmland,433,6843,4,57,13,136,153,2419
2021,2,Värmland,345,7188,1,58,10,146,122,2541
2021,3,Värmland,266,7454,3,61,8,154,94,2635
2021,4,Värmland,307,7761,0,61,5,159,109,2744
2021,5,Värmland,349,8110,3,64,2,161,123,2867
2021,6,Värmland,342,8452,2,66,2,163,121,2988
2021,7,Värmland,410,8862,2,68,1,164,145,3133
2021,8,Värmland,383,9245,2,70,6,170,135,3268
2021,9,Värmland,576,9821,1,71,4,174,204,3472
2020,1,Västerbotten,0,0,0,0,0,0,0,0
2020,2,Västerbotten,0,0,0,0,0,0,0,0
2020,3,Västerbotten,0,0,0,0,0,0,0,0
2020,4,Västerbotten,0,0,0,0,0,0,0,0
2020,5,Västerbotten,0,0,0,0,0,0,0,0
2020,6,Västerbotten,0,0,0,0,0,0,0,0
2020,7,Västerbotten,0,0,0,0,0,0,0,0
2020,8,Västerbotten,0,0,0,0,0,0,0,0
2020,9,Västerbotten,0,0,0,0,0,0,0,0
2020,10,Västerbotten,0,0,0,0,0,0,0,0
2020,11,Västerbotten,13,13,0,0,0,0,5,5
2020,12,Västerbotten,16,29,3,3,0,0,6,11
2020,13,Västerbotten,18,47,2,5,0,0,7,17
2020,14,Västerbotten,74,121,5,10,0,0,27,45
2020,15,Västerbotten,58,179,4,14,7,7,21,66
2020,16,Västerbotten,56,235,4,18,5,12,21,86
2020,17,Västerbotten,59,294,3,21,3,15,22,108
2020,18,Västerbotten,35,329,0,21,1,16,13,121
2020,19,Västerbotten,35,364,1,22,2,18,13,134
2020,20,Västerbotten,52,416,2,24,3,21,19,153
2020,21,Västerbotten,49,465,2,26,4,25,18,171
2020,22,Västerbotten,35,500,2,28,2,27,13,184
2020,23,Västerbotten,35,535,1,29,3,30,13,197
2020,24,Västerbotten,40,575,2,31,0,30,15,212
2020,25,Västerbotten,51,626,0,31,1,31,19,230
2020,26,Västerbotten,61,687,1,32,0,31,22,253
2020,27,Västerbotten,34,721,0,32,0,31,13,265
2020,28,Västerbotten,13,734,0,32,0,31,5,270
2020,29,Västerbotten,24,758,1,33,0,31,9,279
2020,30,Västerbotten,8,766,0,33,0,31,3,282
2020,31,Västerbotten,18,784,1,34,0,31,7,289
2020,32,Västerbotten,8,792,0,34,0,31,3,291
2020,33,Västerbotten,42,834,0,34,0,31,15,307
2020,34,Västerbotten,14,848,0,34,0,31,5,312
2020,35,Västerbotten,13,861,0,34,0,31,5,317
2020,36,Västerbotten,7,868,0,34,0,31,3,319
2020,37,Västerbotten,23,891,0,34,0,31,8,328
2020,38,Västerbotten,42,933,0,34,0,31,15,343
2020,39,Västerbotten,96,1029,0,34,0,31,35,379
2020,40,Västerbotten,54,1083,0,34,0,31,20,399
2020,41,Västerbotten,58,1141,0,34,0,31,21,420
2020,42,Västerbotten,50,1191,0,34,0,31,18,438
2020,43,Västerbotten,71,1262,0,34,0,31,26,464
